step,site_index,x,y,is_removed,x_max,x_min,y_max,y_min
0,0,0.828184106772228,0.03745744507225868,0,7,-7,7,-7
0,1,-0.5583552284249025,0.6319195242063593,0,7,-7,7,-7
0,2,0.8247160330108341,0.951616710181924,0,7,-7,7,-7
0,3,0.34675276518682696,-0.4148960066150704,0,7,-7,7,-7
0,4,-0.9831295960628157,0.021528359618516513,0,7,-7,7,-7
0,5,0.07031090047916622,-0.7218898470269135,0,7,-7,7,-7
0,6,0.08860631487769344,-0.44316408699173593,0,7,-7,7,-7
0,7,0.37149294159998925,0.01311846880170231,0,7,-7,7,-7
0,8,-0.05766873323493371,-0.9059800011195134,0,7,-7,7,-7
0,9,-0.8524734136625924,-0.3023151676643201,0,7,-7,7,-7
0,10,-3.1718158932277722,-3.962542554927741,0,7,-7,7,-7
0,11,-4.558355228424903,-3.368080475793641,0,7,-7,7,-7
0,12,-3.175283966989166,-3.048383289818076,0,7,-7,7,-7
0,13,-3.653247234813173,-4.41489600661507,0,7,-7,7,-7
0,14,-4.983129596062816,-3.9784716403814837,0,7,-7,7,-7
0,15,-3.929689099520834,-4.7218898470269135,0,7,-7,7,-7
0,16,-3.911393685122307,-4.443164086991736,0,7,-7,7,-7
0,17,-3.628507058400011,-3.9868815311982977,0,7,-7,7,-7
0,18,-4.057668733234934,-4.905980001119513,0,7,-7,7,-7
0,19,-4.852473413662592,-4.30231516766432,0,7,-7,7,-7
0,20,-3.1718158932277722,-1.9625425549277413,0,7,-7,7,-7
0,21,-4.558355228424903,-1.3680804757936407,0,7,-7,7,-7
0,22,-3.175283966989166,-1.048383289818076,0,7,-7,7,-7
0,23,-3.653247234813173,-2.4148960066150704,0,7,-7,7,-7
0,24,-4.983129596062816,-1.9784716403814835,0,7,-7,7,-7
0,25,-3.929689099520834,-2.7218898470269135,0,7,-7,7,-7
0,26,-3.911393685122307,-2.443164086991736,0,7,-7,7,-7
0,27,-3.628507058400011,-1.9868815311982977,0,7,-7,7,-7
0,28,-4.057668733234934,-2.9059800011195134,0,7,-7,7,-7
0,29,-4.852473413662592,-2.30231516766432,0,7,-7,7,-7
0,30,-3.1718158932277722,0.03745744507225868,0,7,-7,7,-7
0,31,-4.558355228424903,0.6319195242063593,0,7,-7,7,-7
0,32,-3.175283966989166,0.951616710181924,0,7,-7,7,-7
0,33,-3.653247234813173,-0.4148960066150704,0,7,-7,7,-7
0,34,-4.983129596062816,0.021528359618516513,0,7,-7,7,-7
0,35,-3.929689099520834,-0.7218898470269135,0,7,-7,7,-7
0,36,-3.911393685122307,-0.44316408699173593,0,7,-7,7,-7
0,37,-3.628507058400011,0.01311846880170231,0,7,-7,7,-7
0,38,-4.057668733234934,-0.9059800011195134,0,7,-7,7,-7
0,39,-4.852473413662592,-0.3023151676643201,0,7,-7,7,-7
0,40,-3.1718158932277722,2.037457445072259,0,7,-7,7,-7
0,41,-4.558355228424903,2.631919524206359,0,7,-7,7,-7
0,42,-3.175283966989166,2.951616710181924,0,7,-7,7,-7
0,43,-3.653247234813173,1.5851039933849296,0,7,-7,7,-7
0,44,-4.983129596062816,2.0215283596185163,0,7,-7,7,-7
0,45,-3.929689099520834,1.2781101529730865,0,7,-7,7,-7
0,46,-3.911393685122307,1.556835913008264,0,7,-7,7,-7
0,47,-3.628507058400011,2.0131184688017023,0,7,-7,7,-7
0,48,-4.057668733234934,1.0940199988804866,0,7,-7,7,-7
0,49,-4.852473413662592,1.69768483233568,0,7,-7,7,-7
0,50,-3.1718158932277722,4.037457445072259,0,7,-7,7,-7
0,51,-4.558355228424903,4.631919524206359,0,7,-7,7,-7
0,52,-3.175283966989166,4.9516167101819235,0,7,-7,7,-7
0,53,-3.653247234813173,3.5851039933849296,0,7,-7,7,-7
0,54,-4.983129596062816,4.021528359618516,0,7,-7,7,-7
0,55,-3.929689099520834,3.2781101529730865,0,7,-7,7,-7
0,56,-3.911393685122307,3.556835913008264,0,7,-7,7,-7
0,57,-3.628507058400011,4.013118468801702,0,7,-7,7,-7
0,58,-4.057668733234934,3.0940199988804866,0,7,-7,7,-7
0,59,-4.852473413662592,3.69768483233568,0,7,-7,7,-7
0,60,-1.171815893227772,-3.962542554927741,0,7,-7,7,-7
0,61,-2.5583552284249027,-3.368080475793641,0,7,-7,7,-7
0,62,-1.175283966989166,-3.048383289818076,0,7,-7,7,-7
0,63,-1.653247234813173,-4.41489600661507,0,7,-7,7,-7
0,64,-2.983129596062816,-3.9784716403814837,0,7,-7,7,-7
0,65,-1.9296890995208338,-4.7218898470269135,0,7,-7,7,-7
0,66,-1.9113936851223066,-4.443164086991736,0,7,-7,7,-7
0,67,-1.6285070584000108,-3.9868815311982977,0,7,-7,7,-7
0,68,-2.0576687332349337,-4.905980001119513,0,7,-7,7,-7
0,69,-2.8524734136625924,-4.30231516766432,0,7,-7,7,-7
0,70,-1.171815893227772,-1.9625425549277413,0,7,-7,7,-7
0,71,-2.5583552284249027,-1.3680804757936407,0,7,-7,7,-7
0,72,-1.175283966989166,-1.048383289818076,0,7,-7,7,-7
0,73,-1.653247234813173,-2.4148960066150704,0,7,-7,7,-7
0,74,-2.983129596062816,-1.9784716403814835,0,7,-7,7,-7
0,75,-1.9296890995208338,-2.7218898470269135,0,7,-7,7,-7
0,76,-1.9113936851223066,-2.443164086991736,0,7,-7,7,-7
0,77,-1.6285070584000108,-1.9868815311982977,0,7,-7,7,-7
0,78,-2.0576687332349337,-2.9059800011195134,0,7,-7,7,-7
0,79,-2.8524734136625924,-2.30231516766432,0,7,-7,7,-7
0,80,-1.171815893227772,0.03745744507225868,0,7,-7,7,-7
0,81,-2.5583552284249027,0.6319195242063593,0,7,-7,7,-7
0,82,-1.175283966989166,0.951616710181924,0,7,-7,7,-7
0,83,-1.653247234813173,-0.4148960066150704,0,7,-7,7,-7
0,84,-2.983129596062816,0.021528359618516513,0,7,-7,7,-7
0,85,-1.9296890995208338,-0.7218898470269135,0,7,-7,7,-7
0,86,-1.9113936851223066,-0.44316408699173593,0,7,-7,7,-7
0,87,-1.6285070584000108,0.01311846880170231,0,7,-7,7,-7
0,88,-2.0576687332349337,-0.9059800011195134,0,7,-7,7,-7
0,89,-2.8524734136625924,-0.3023151676643201,0,7,-7,7,-7
0,90,-1.171815893227772,2.037457445072259,0,7,-7,7,-7
0,91,-2.5583552284249027,2.631919524206359,0,7,-7,7,-7
0,92,-1.175283966989166,2.951616710181924,0,7,-7,7,-7
0,93,-1.653247234813173,1.5851039933849296,0,7,-7,7,-7
0,94,-2.983129596062816,2.0215283596185163,0,7,-7,7,-7
0,95,-1.9296890995208338,1.2781101529730865,0,7,-7,7,-7
0,96,-1.9113936851223066,1.556835913008264,0,7,-7,7,-7
0,97,-1.6285070584000108,2.0131184688017023,0,7,-7,7,-7
0,98,-2.0576687332349337,1.0940199988804866,0,7,-7,7,-7
0,99,-2.8524734136625924,1.69768483233568,0,7,-7,7,-7
0,100,-1.171815893227772,4.037457445072259,0,7,-7,7,-7
0,101,-2.5583552284249027,4.631919524206359,0,7,-7,7,-7
0,102,-1.175283966989166,4.9516167101819235,0,7,-7,7,-7
0,103,-1.653247234813173,3.5851039933849296,0,7,-7,7,-7
0,104,-2.983129596062816,4.021528359618516,0,7,-7,7,-7
0,105,-1.9296890995208338,3.2781101529730865,0,7,-7,7,-7
0,106,-1.9113936851223066,3.556835913008264,0,7,-7,7,-7
