step,site_index,x,y,is_removed
0,0,0.13056467218021028,0.22840053814312156,0
0,1,0.23775041195822566,-0.45016222420126795,0
0,2,-0.42595780386526894,-0.5042003682117737,0
0,3,-0.4347974914207189,0.6358093525809276,0
0,4,-0.7606669819432272,-0.5994420144079573,0
0,5,-0.29201912782163775,0.39573918447167733,0
0,6,-0.06330997201625621,-0.35870601551599623,0
0,7,-0.3652835709600999,0.1700160094776555,0
0,8,0.38940221059641034,-0.2468172946810674,0
0,9,-0.3666493052048174,-0.8691850732285902,0
0,10,-3.8694353278197897,-3.771599461856878,0
0,11,-3.762249588041774,-4.450162224201268,0
0,12,-4.425957803865269,-4.504200368211774,0
0,13,-4.434797491420719,-3.3641906474190724,0
0,14,-4.760666981943228,-4.599442014407957,0
0,15,-4.2920191278216375,-3.6042608155283227,0
0,16,-4.063309972016256,-4.358706015515996,0
0,17,-4.3652835709601,-3.8299839905223445,0
0,18,-3.61059778940359,-4.246817294681067,0
0,19,-4.366649305204818,-4.86918507322859,0
0,20,-3.8694353278197897,-1.7715994618568784,0
0,21,-3.762249588041774,-2.450162224201268,0
0,22,-4.425957803865269,-2.504200368211774,0
0,23,-4.434797491420719,-1.3641906474190724,0
0,24,-4.760666981943228,-2.5994420144079573,0
0,25,-4.2920191278216375,-1.6042608155283227,0
0,26,-4.063309972016256,-2.3587060155159962,0
0,27,-4.3652835709601,-1.8299839905223445,0
0,28,-3.61059778940359,-2.246817294681067,0
0,29,-4.366649305204818,-2.86918507322859,0
0,30,-3.8694353278197897,0.22840053814312156,0
0,31,-3.762249588041774,-0.45016222420126795,0
0,32,-4.425957803865269,-0.5042003682117737,0
0,33,-4.434797491420719,0.6358093525809276,0
0,34,-4.760666981943228,-0.5994420144079573,0
0,35,-4.2920191278216375,0.39573918447167733,0
0,36,-4.063309972016256,-0.35870601551599623,0
0,37,-4.3652835709601,0.1700160094776555,0
0,38,-3.61059778940359,-0.2468172946810674,0
0,39,-4.366649305204818,-0.8691850732285902,0
0,40,-3.8694353278197897,2.228400538143122,0
0,41,-3.762249588041774,1.549837775798732,0
0,42,-4.425957803865269,1.4957996317882263,0
0,43,-4.434797491420719,2.6358093525809276,0
0,44,-4.760666981943228,1.4005579855920427,0
0,45,-4.2920191278216375,2.3957391844716773,0
0,46,-4.063309972016256,1.6412939844840038,0
0,47,-4.3652835709601,2.1700160094776555,0
0,48,-3.61059778940359,1.7531827053189326,0
0,49,-4.366649305204818,1.1308149267714098,0
0,50,-3.8694353278197897,4.228400538143122,0
0,51,-3.762249588041774,3.549837775798732,0
0,52,-4.425957803865269,3.495799631788226,0
0,53,-4.434797491420719,4.635809352580928,0
0,54,-4.760666981943228,3.4005579855920427,0
0,55,-4.2920191278216375,4.395739184471678,0
0,56,-4.063309972016256,3.6412939844840038,0
0,57,-4.3652835709601,4.1700160094776555,0
0,58,-3.61059778940359,3.753182705318933,0
0,59,-4.366649305204818,3.13081492677141,0
0,60,-1.8694353278197897,-3.771599461856878,0
0,61,-1.7622495880417743,-4.450162224201268,0
0,62,-2.425957803865269,-4.504200368211774,0
0,63,-2.434797491420719,-3.3641906474190724,0
0,64,-2.7606669819432272,-4.599442014407957,0
0,65,-2.2920191278216375,-3.6042608155283227,0
0,66,-2.063309972016256,-4.358706015515996,0
0,67,-2.3652835709601,-3.8299839905223445,0
0,68,-1.6105977894035897,-4.246817294681067,0
0,69,-2.3666493052048176,-4.86918507322859,0
0,70,-1.8694353278197897,-1.7715994618568784,0
0,71,-1.7622495880417743,-2.450162224201268,0
0,72,-2.425957803865269,-2.504200368211774,0
0,73,-2.434797491420719,-1.3641906474190724,0
0,74,-2.7606669819432272,-2.5994420144079573,0
0,75,-2.2920191278216375,-1.6042608155283227,0
0,76,-2.063309972016256,-2.3587060155159962,0
0,77,-2.3652835709601,-1.8299839905223445,0
0,78,-1.6105977894035897,-2.246817294681067,0
0,79,-2.3666493052048176,-2.86918507322859,0
0,80,-1.8694353278197897,0.22840053814312156,0
0,81,-1.7622495880417743,-0.45016222420126795,0
0,82,-2.425957803865269,-0.5042003682117737,0
0,83,-2.434797491420719,0.6358093525809276,0
0,84,-2.7606669819432272,-0.5994420144079573,0
0,85,-2.2920191278216375,0.39573918447167733,0
0,86,-2.063309972016256,-0.35870601551599623,0
0,87,-2.3652835709601,0.1700160094776555,0
0,88,-1.6105977894035897,-0.2468172946810674,0
0,89,-2.3666493052048176,-0.8691850732285902,0
0,90,-1.8694353278197897,2.228400538143122,0
0,91,-1.7622495880417743,1.549837775798732,0
0,92,-2.425957803865269,1.4957996317882263,0
0,93,-2.434797491420719,2.6358093525809276,0
0,94,-2.7606669819432272,1.4005579855920427,0
0,95,-2.2920191278216375,2.3957391844716773,0
0,96,-2.063309972016256,1.6412939844840038,0
0,97,-2.3652835709601,2.1700160094776555,0
0,98,-1.6105977894035897,1.7531827053189326,0
0,99,-2.3666493052048176,1.1308149267714098,0
0,100,-1.8694353278197897,4.228400538143122,0
0,101,-1.7622495880417743,3.549837775798732,0
0,102,-2.425957803865269,3.495799631788226,0
0,103,-2.434797491420719,4.635809352580928,0
0,104,-2.7606669819432272,3.4005579855920427,0
0,105,-2.2920191278216375,4.395739184471678,0
0,106,-2.063309972016256,3.6412939844840038,0
0,107,-2.3652835709601,4.1700160094776555,0
0,108,-1.6105977894035897,3.753182705318933,0
0,109,-2.3666493052048176,3.13081492677141,0
0,110,0.13056467218021028,-3.771599461856878,0
0,111,0.23775041195822566,-4.450162224201268,0
0,112,-0.42595780386526894,-4.504200368211774,0
0,113,-0.4347974914207189,-3.3641906474190724,0
0,114,-0.7606669819432272,-4.599442014407957,0
0,115,-0.29201912782163775,-3.6042608155283227,0
0,116,-0.06330997201625621,-4.358706015515996,0
0,117,-0.3652835709600999,-3.8299839905223445,0
0,118,0.38940221059641034,-4.246817294681067,0
0,119,-0.3666493052048174,-4.86918507322859,0
0,120,0.13056467218021028,-1.7715994618568784,0
0,121,0.23775041195822566,-2.450162224201268,0
0,122,-0.42595780386526894,-2.504200368211774,0
0,123,-0.4347974914207189,-1.3641906474190724,0
0,124,-0.7606669819432272,-2.5994420144079573,0
0,125,-0.29201912782163775,-1.6042608155283227,0
0,126,-0.06330997201625621,-2.3587060155159962,0
