step,site_index,x,y,is_removed,x_max,x_min,y_max,y_min
0,0,0.08265039185807854,0.9305286249270235,0,7,-7,7,-7
0,1,0.8412573411162423,-0.7391139866310701,0,7,-7,7,-7
0,2,0.5715828878553575,0.3280309469739513,0,7,-7,7,-7
0,3,0.058750078838166964,0.09951726790304005,0,7,-7,7,-7
0,4,-0.5920770569755913,-0.2675370673738964,0,7,-7,7,-7
0,5,-0.927008513117815,-0.2204422591412616,0,7,-7,7,-7
0,6,0.8171863480501524,-0.8093899339355177,0,7,-7,7,-7
0,7,0.16896341478189414,-0.17256455283786942,0,7,-7,7,-7
0,8,0.7625002822806781,-0.42765683390720777,0,7,-7,7,-7
0,9,0.9234091379434906,0.1578379500526308,0,7,-7,7,-7
0,10,-3.9173496081419215,-3.0694713750729763,0,7,-7,7,-7
0,11,-3.1587426588837575,-4.73911398663107,0,7,-7,7,-7
0,12,-3.4284171121446425,-3.6719690530260487,0,7,-7,7,-7
0,13,-3.941249921161833,-3.90048273209696,0,7,-7,7,-7
0,14,-4.592077056975591,-4.267537067373897,0,7,-7,7,-7
0,15,-4.927008513117815,-4.220442259141262,0,7,-7,7,-7
0,16,-3.1828136519498473,-4.809389933935518,0,7,-7,7,-7
0,17,-3.831036585218106,-4.172564552837869,0,7,-7,7,-7
0,18,-3.237499717719322,-4.427656833907208,0,7,-7,7,-7
0,19,-3.0765908620565092,-3.842162049947369,0,7,-7,7,-7
0,20,-3.9173496081419215,-1.0694713750729765,0,7,-7,7,-7
0,21,-3.1587426588837575,-2.73911398663107,0,7,-7,7,-7
0,22,-3.4284171121446425,-1.6719690530260487,0,7,-7,7,-7
0,23,-3.941249921161833,-1.90048273209696,0,7,-7,7,-7
0,24,-4.592077056975591,-2.2675370673738966,0,7,-7,7,-7
0,25,-4.927008513117815,-2.2204422591412616,0,7,-7,7,-7
0,26,-3.1828136519498473,-2.8093899339355177,0,7,-7,7,-7
0,27,-3.831036585218106,-2.172564552837869,0,7,-7,7,-7
0,28,-3.237499717719322,-2.427656833907208,0,7,-7,7,-7
0,29,-3.0765908620565092,-1.8421620499473692,0,7,-7,7,-7
0,30,-3.9173496081419215,0.9305286249270235,0,7,-7,7,-7
0,31,-3.1587426588837575,-0.7391139866310701,0,7,-7,7,-7
0,32,-3.4284171121446425,0.3280309469739513,0,7,-7,7,-7
0,33,-3.941249921161833,0.09951726790304005,0,7,-7,7,-7
0,34,-4.592077056975591,-0.2675370673738964,0,7,-7,7,-7
0,35,-4.927008513117815,-0.2204422591412616,0,7,-7,7,-7
0,36,-3.1828136519498473,-0.8093899339355177,0,7,-7,7,-7
0,37,-3.831036585218106,-0.17256455283786942,0,7,-7,7,-7
0,38,-3.237499717719322,-0.42765683390720777,0,7,-7,7,-7
0,39,-3.0765908620565092,0.1578379500526308,0,7,-7,7,-7
0,40,-3.9173496081419215,2.9305286249270237,0,7,-7,7,-7
0,41,-3.1587426588837575,1.26088601336893,0,7,-7,7,-7
0,42,-3.4284171121446425,2.3280309469739513,0,7,-7,7,-7
0,43,-3.941249921161833,2.09951726790304,0,7,-7,7,-7
0,44,-4.592077056975591,1.7324629326261036,0,7,-7,7,-7
