step,site_index,x,y,is_removed
0,0,0.8735688468975162,-0.01501590084721327,0
0,1,-0.35928784048862283,-1.1607604657658173,0
0,2,-0.3397433140134898,1.5851062199328032,0
0,3,0.9712097565407642,1.7886227221697801,0
0,4,1.748595543231818,0.2144887554599184,0
0,5,1.454276205901242,1.3770519282956397,0
0,6,0.49634544635200983,-1.8294937799716644,0
0,7,0.6153534320681504,-1.2838053798099835,0
0,8,-0.10874870655684576,-1.1021381077967747,0
0,9,-1.432202757923429,1.3848003541342462,0
0,10,-1.423100613764341,1.1472571556684814,0
0,11,-0.6260924015894389,1.2749013697819285,0
0,12,-1.0607188760237611,0.7631052646852221,0
0,13,-0.6246803381843988,0.8938105439637849,0
0,14,0.19781772261069186,-0.5052109097582318,0
0,15,-0.1637162021550691,1.3817480637386517,0
0,16,-0.027622076028718023,1.4289229898125666,0
0,17,1.5612950981647535,-1.534147120675288,0
0,18,-1.9898033084667262,-1.6951664845722902,0
0,19,0.30443226654051125,1.42379670242781,0
0,20,-1.8770728069099438,1.421847471890973,0
0,21,-0.9820497482942923,-1.240107843726539,0
0,22,-1.7479707043999415,-0.5681239371674174,0
0,23,-0.7921483929870203,-0.5822440740924475,0
0,24,0.3083605704062675,-1.2671955562288009,0
0,25,-0.9282463740840496,1.3922913621643338,0
0,26,1.5930525120620338,1.9192194249467316,0
0,27,0.22627163609910106,-0.2803928563148941,0
0,28,0.9500338672569493,1.762250362485278,0
0,29,1.7668151753024448,-0.8944274774578522,0
0,30,0.1023982880575236,-1.6267667241099497,0
0,31,-1.8061629160074175,-0.8436517699007395,0
0,32,-0.773546350155073,0.718686338813542,0
0,33,1.3221407250526012,1.1931801899079333,0
0,34,-0.13584385687801426,-0.6434055788532778,0
0,35,-0.7914846292195548,-0.18732870344114172,0
0,36,-1.1966677044174836,0.6753887314803024,0
0,37,0.9995413206421908,1.4569080795889304,0
0,38,0.24290408690688103,-0.4358077336551003,0
0,39,-1.8838503415348469,0.8193580660211635,0
0,40,1.7281969402789255,-0.4260495276377818,0
0,41,-0.8718460427578818,-1.2652369685918283,0
0,42,-0.019116432899414892,-1.699335150716717,0
0,43,-0.5305678347673748,-0.7442662865849052,0
0,44,1.1108601295832088,0.6910101983896708,0
0,45,0.22835813025976925,1.7974065215323467,0
0,46,0.9214850026065329,-0.5725548374144811,0
0,47,0.7650624183773931,-1.129041470600653,0
0,48,-1.5987351845584978,-0.9079417452429799,0
0,49,0.13261530851824288,1.623568080454156,0
0,50,1.5841950526159518,-0.6401197661261366,0
0,51,1.1571712715335138,-1.247015625518741,0
0,52,1.2773244262526333,-0.42773862407184415,0
0,53,0.8197911513391292,-0.5008337859223704,0
0,54,0.33033979295417515,0.5573967770620101,0
0,55,0.17372230048197457,-1.2188222158422417,0
0,56,-0.29983784779984735,-1.460458625827099,0
0,57,0.10388593957001335,-0.48187102895189904,0
0,58,-1.9144008929778695,0.15128020830435096,0
0,59,-1.8746686637973138,0.5958674748419805,0
0,60,-0.7127228235619376,0.26077538571729386,0
0,61,0.5207471520457134,-1.53837010491206,0
0,62,-0.34931309108439645,-1.4550842550277792,0
0,63,-1.9263673451250019,0.29883673637106956,0
0,64,-0.4374084770300142,-1.70967483296221,0
0,65,-1.9215240750959093,-1.2534335811084043,0
0,66,1.0812900909295111,1.0047259071484222,0
0,67,0.34718136253109844,-0.9027470424647888,0
0,68,-0.2532981760825179,1.0237791820543065,0
0,69,-1.3925973918405816,0.4606145189887174,0
0,70,1.436993428087931,0.7740859094786425,0
0,71,-1.9143562106187964,-0.7438977930196264,0
0,72,-0.9611669856138754,1.0930050350820086,0
0,73,-1.3420348429648037,0.4183177693919089,0
0,74,0.480603355191247,1.7331892835667193,0
0,75,-0.39317560919419403,0.8011737289844088,0
0,76,-0.2854793816293628,-1.241121931016945,0
0,77,0.42202841939618363,-0.12100514177596189,0
0,78,-0.8545211370077408,1.9141215393521898,0
0,79,1.9917906647242711,1.718039125552779,0
0,80,-7.126431153102484,-8.015015900847214,0
0,81,-8.359287840488623,-9.160760465765817,0
0,82,-8.33974331401349,-6.414893780067197,0
